categories,diseases,Symptoms,Related Diseases
Gastrointestinal diseases,Listeriosis,"pustule

",
Gastrointestinal diseases,Listeriosis,"peritonitis

",
Gastrointestinal diseases,Listeriosis,"visual loss

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","dysphagia

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","constipation

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","global developmental delay

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","hypertelorism

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","delayed speech and language development

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","short stature

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","cognitive impairment

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","slurred speech

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","specific learning disability

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","motor delay

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","joint hypermobility

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","abnormal cerebellum morphology

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","impaired vibratory sensation

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","babinski sign

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","abnormal hand morphology

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","dysuria

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","spastic paraparesis

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","generalized hypotonia

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","upper limb muscle weakness

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","spastic dysarthria

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","increased overbite
",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","sleep disturbance

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","emotional lability

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","hallucinations

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","microcephaly

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","genu valgum

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","low-set ears

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","anxiety

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","epicanthus

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","downslanted palpebral fissures

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","hoarse voice

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","pes cavus

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","psychosis

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","abnormal thumb morphology

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","prominent nose

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","speech apraxia

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","spastic gait

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","distal amyotrophy

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","ankle clonus

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","clinodactyly

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","panic attack

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","abnormal nostril morphology
",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","hydronephrosis

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","hyperreflexia

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","dysarthria

",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","spasticity
",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","flexion contracture
",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","intellectual disability, mild
",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","skeletal muscle atrophy
",
Gastrointestinal diseases,"Spastic Paraplegia , Autosomal Recessive","growth delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","abnormal foot morphology
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, moderate
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, moderate
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed speech and language development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, moderate
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","seizure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","synophrys
",
Gastrointestinal diseases,"Candidiasis, Familial, ","chronic monilial nail infection
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hypotonia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","absent speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","absent speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","attention deficit hyperactivity disorder
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","bilateral tonic-clonic seizure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","intention tremor
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed speech and language development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","growth delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, moderate
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","abnormal facial shape
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","short toe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, moderate
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","syndactyly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","macroglossia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","growth delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","aggressive behavior
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","paranoia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","seizure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, moderate
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed speech and language development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","anxiety
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, moderate
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","aggressive behavior
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","seizure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","sensorineural hearing impairment
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, mild
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","spasticity
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","growth delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","emotional lability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","attention deficit hyperactivity disorder
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","exaggerated startle response
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed speech and language development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","coarse facial features
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hypertelorism
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","prominent supraorbital ridges
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","wide nasal bridge
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","thick vermilion border
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","anteverted nares
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","thick eyebrow
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","prominent forehead
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","flat face
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","retrognathia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","downslanted palpebral fissures
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","upslanted palpebral fissure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","highly arched eyebrow
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","deeply set eye
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","bulbous nose
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","round face
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","synophrys
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","short chin
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed speech and language development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","mitral valve prolapse
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","generalized hypotonia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","poor speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","focal impaired awareness seizure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","upslanted palpebral fissure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","malar flattening
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed myelination
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","seizure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","sleep disturbance
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","self-injurious behavior
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","absent speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","feeding difficulties
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","chronic constipation
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","exodeviation
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","interictal epileptiform activity
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","precocious puberty in females
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed fine motor development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","spasticity
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hypotonia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","absent speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","inability to walk
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","interictal epileptiform activity
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","myoclonic seizure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hypotonia

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hypertelorism

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","abnormal facial shape

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microtia

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, mild

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","thick nasal alae

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","everted lower lip vermilion

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","micrognathia

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","low-set ears

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","thin upper lip vermilion

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","long philtrum

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","flat occiput

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","malar flattening

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","decreased body weight

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","synophrys

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","wide nose

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hypoplasia of the ulna

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hirsutism

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","clinodactyly

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","downslanted palpebral fissures

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, moderate

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","broad forehead

",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","coarse facial features
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","abnormality of the skeletal system
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","downturned corners of mouth
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","high forehead
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","generalized hypotonia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed speech and language development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","seizure
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","spasticity
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","slurred speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","absent speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","motor delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","feeding difficulties
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","aggressive behavior
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","impaired social interactions
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed skeletal maturation
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed puberty
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, mild
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","small for gestational age
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed cns myelination
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","short stature
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hyperreflexia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","scoliosis
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","osteopenia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","widely spaced teeth
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","pes planus
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","autism
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","low-set ears
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","epicanthus
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","irritability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","dolichocephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","downslanted palpebral fissures
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","clinodactyly of the 5th finger
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","patent ductus arteriosus
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","deep philtrum
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","ventricular septal defect
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","decreased fetal movement
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","gait ataxia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","single transverse palmar crease
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","posteriorly rotated ears
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","impaired mastication
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","thick upper lip vermilion
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","poor suck
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","generalized hypotonia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","impulsivity
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","poor speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","narrow forehead
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","poor coordination
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","drooling
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","small forehead
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","recurrent hand flapping
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","persistent head lag
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","nystagmus
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","joint laxity
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","nasal speech
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","unsteady gait
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","poor wound healing
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","self-biting
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","head tremor
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","spasticity
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","hypotonia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","self-injurious behavior
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed speech and language development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","short stature
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","prominent forehead
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","strabismus
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","low-set ears
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","highly arched eyebrow
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","thin upper lip vermilion
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","profound global developmental delay
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","intellectual disability, profound
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","broad nasal tip
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed ability to walk
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","delayed fine motor development
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Recessive ","dorsal hirsutism
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","frontal bossing
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","ptosis
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","nystagmus
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","constipation
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","high palate
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","hypotonia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","microcephaly
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","gastroesophageal reflux
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","intellectual disability, severe
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","full cheeks
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","strabismus
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","attention deficit hyperactivity disorder
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","intrauterine growth retardation
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","retrognathia
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","hepatic steatosis
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","epicanthus
",
Gastrointestinal diseases,"Intellectual Developmental Disorder, Autosomal Dominant ","inverted nipples
",
