categories,diseases,Symptoms,Related Diseases
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","auditory hallucinations
58
30",
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","poor fine motor coordination
58
30",
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","personality changes
58
30",
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","ketonuria
58
30",
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","deep venous thrombosis
58
30",
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","thromboembolism
58
30",
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","atrophy of the spinal cord
58
30",
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","peripheral demyelination
58
30",
Blood diseases,"Methylmalonic Aciduria and Homocystinuria, Cblc Type","subdural hemorrhage
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"premature birth
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"hyponatremia
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"neutropenia
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"small for gestational age
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"abdominal distention
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"leukocytosis
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"food intolerance
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"bloody diarrhea
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"hypotension
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"vomiting
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"ascites
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"thrombocytopenia
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"increased serum lactate
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"apnea
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"lethargy
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"metabolic acidosis
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"abnormal heart morphology
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"gastroschisis
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"edema
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"peritonitis
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"disseminated intravascular coagulation
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"shock
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"temperature instability
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"bradycardia
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"hyperglycemia
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"neonatal sepsis
58
30",
Blood diseases,Perinatal Necrotizing Enterocolitis,"diarrhea
58",
Blood diseases,Perinatal Necrotizing Enterocolitis,"acidosis
58",
Blood diseases,Perinatal Necrotizing Enterocolitis,"abnormal glucose homeostasis
58",
Blood diseases,Legg-Calve-Perthes Disease,"delayed skeletal maturation
58
30",
Blood diseases,Legg-Calve-Perthes Disease,"avascular necrosis
58
30",
Blood diseases,Legg-Calve-Perthes Disease,"abnormality of the dentition
58
30",
Blood diseases,Legg-Calve-Perthes Disease,"short stature
58
30",
Blood diseases,Legg-Calve-Perthes Disease,"skeletal muscle atrophy
58
30",
Blood diseases,Legg-Calve-Perthes Disease,"arthralgia
58
30",
Blood diseases,Legg-Calve-Perthes Disease,"joint dislocation
58
30",
Blood diseases,Legg-Calve-Perthes Disease,"cartilage destruction
58
30",
Blood diseases,Legg-Calve-Perthes Disease,"avascular necrosis of the capital femoral epiphysis
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"thrombocytopenia
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"dyspnea
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"reticulocytosis
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"generalized muscle weakness
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"microangiopathic hemolytic anemia
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"seizure
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"abdominal pain
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"stroke
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"headache
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"coma
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"diarrhea
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"confusion
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"abnormal lactate dehydrogenase level
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"proteinuria
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"fever
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"myocardial infarction
58
 30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"hematuria
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"arrhythmia
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"acute kidney injury
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"decreased serum creatinine
58
30",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"renal insufficiency
58",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"abnormality of the nervous system
58",
Blood diseases,Thrombotic Thrombocytopenic Purpura,"abnormal lactate dehydrogenase activity
58",
Blood diseases,"Hyperaldosteronism, Familial, Type I","hypertension
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","dexamethasone-suppressible primary hyperaldosteronism
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","adrenal hyperplasia
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","abnormal circulating renin
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","muscle weakness
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","polydipsia
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","hypokalemia
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","epistaxis
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","intracranial hemorrhage
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","headache
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","tinnitus
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","preeclampsia
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","nausea
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","secretory adrenocortical adenoma
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","caesarian section
58
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","hyperaldosteronism
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","abnormality of the urinary system
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","dexamethasone-suppresible primary hyperaldosteronism
58",
Blood diseases,"Hyperaldosteronism, Familial, Type I","decreased circulating renin level
30",
Blood diseases,"Hyperaldosteronism, Familial, Type I","adrenogenital syndrome
30",
Blood diseases,"Bleeding Disorder, Platelet-Type, ","epistaxis
30",
Blood diseases,"Bleeding Disorder, Platelet-Type, ","bruising susceptibility
30",
Blood diseases,"Bleeding Disorder, Platelet-Type, ","prolonged bleeding time
30",
Blood diseases,"Bleeding Disorder, Platelet-Type, ","ecchymosis
30",
Blood diseases,"Bleeding Disorder, Platelet-Type, ","menorrhagia
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","high palate
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","upslanted palpebral fissure
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","seizure
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","osteopenia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","global developmental delay
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","hypertelorism
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","mandibular prognathia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","delayed speech and language development
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","pes planus
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","anteverted nares
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","vomiting
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","prominent forehead
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","osteoporosis
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","retrognathia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","epicanthus
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","inverted nipples
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","lipodystrophy
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","joint laxity
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","kyphoscoliosis
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","thin upper lip vermilion
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","long face
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","long philtrum
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","wide mouth
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","hyporeflexia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","feeding difficulties
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","prominent nose
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","abnormal subcutaneous fat tissue distribution
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","long fingers
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","esotropia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","delayed myelination
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","axial hypotonia
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","intellectual disability
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","failure to thrive
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","ataxia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","cataract
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","macrotia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","proteinuria
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","fever
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","elevated hepatic transaminase
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","myopia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","hyperinsulinemia
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","hepatic fibrosis
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","multiple joint contractures
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","abnormal renal tubule morphology
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","nephrotic syndrome
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","multiple renal cysts
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","prominent nasal bridge
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","peripheral neuropathy
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","decreased testicular size
58
30",
Blood diseases,"Congenital Disorder of Glycosylation, Type Ia","hypoalbuminemia
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","hypophosphatemia
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","hyperparathyroidism
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","osteomalacia
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","recurrent fractures
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","joint dislocation
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","hypocalcemia
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","bone cyst
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","bone pain
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","osteolysis
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","coarse metaphyseal trabecularization
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","gait disturbance
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","short stature
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormal form of the vertebral bodies
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","alopecia
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","nephrolithiasis
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","dolichocephaly
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","genu varum
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormality of the skin
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormal adipose tissue morphology
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","premature loss of primary teeth
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormal thorax morphology
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormal hip bone morphology
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","frontal bossing
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","scoliosis
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","genu valgum
58
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","hearing impairment
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","wide nasal bridge
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","rickets
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","epicanthus
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","alopecia universalis
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","failure to thrive
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","hypotonia
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormality of the dentition
58",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","carious teeth
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormality of the metaphysis
58",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormality of the hip bone
58",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","growth delay
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","irritability
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","motor delay
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","delayed eruption of teeth
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","flat occiput
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormality of the thorax
58",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","difficulty walking
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","rough bone trabeculation
58",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","femoral bowing
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","protuberant abdomen
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abnormal bone structure
58",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","generalized hypotonia
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","abdominal wall muscle weakness
30",
Blood diseases,"Vitamin D-Dependent Rickets, Type a","tibial bowing
30",
Blood diseases,Cohen Syndrome,"myopia
58
30",
Blood diseases,Cohen Syndrome,"intellectual disability
58
30",
Blood diseases,Cohen Syndrome,"neurological speech impairment
58
30",
Blood diseases,Cohen Syndrome,"hypotonia
58
30",
Blood diseases,Cohen Syndrome,"global developmental delay
58
30",
Blood diseases,Cohen Syndrome,"gingival overgrowth
58
30",
Blood diseases,Cohen Syndrome,"microcephaly
58
30",
Blood diseases,Cohen Syndrome,"thick eyebrow
58
30",
Blood diseases,Cohen Syndrome,"micrognathia
58
30",
Blood diseases,Cohen Syndrome,"high, narrow palate
58
30",
Blood diseases,Cohen Syndrome,"arachnodactyly
58
30",
Blood diseases,Cohen Syndrome,"downslanted palpebral fissures
58
30",
Blood diseases,Cohen Syndrome,"open mouth
58
30",
Blood diseases,Cohen Syndrome,"sandal gap
58
30",
Blood diseases,Cohen Syndrome,"hypoplasia of the zygomatic bone
58
30",
Blood diseases,Cohen Syndrome,"low anterior hairline
58
30",
Blood diseases,Cohen Syndrome,"prominent nasal bridge
58
30",
Blood diseases,Cohen Syndrome,"short philtrum
58
30",
Blood diseases,Cohen Syndrome,"neutropenia
58
30",
Blood diseases,Cohen Syndrome,"hypoplasia of the maxilla
58
30",
Blood diseases,Cohen Syndrome,"tapered finger
58
30",
Blood diseases,Cohen Syndrome,"long eyelashes
58
30",
Blood diseases,Cohen Syndrome,"aplasia/hypoplasia of the tongue
58
30",
Blood diseases,Cohen Syndrome,"chorioretinal dystrophy
58
30",
Blood diseases,Cohen Syndrome,"slender toe
58
30",
Blood diseases,Cohen Syndrome,"tooth agenesis
30",
Blood diseases,Cohen Syndrome,"short stature
58
30",
Blood diseases,Cohen Syndrome,"feeding difficulties in infancy
58
30",
Blood diseases,Cohen Syndrome,"delayed puberty
58
30",
Blood diseases,Cohen Syndrome,"genu valgum
58
30",
Blood diseases,Cohen Syndrome,"intrauterine growth retardation
58
30",
Blood diseases,Cohen Syndrome,"cubitus valgus
58
30",
Blood diseases,Cohen Syndrome,"obesity
58
30",
Blood diseases,Cohen Syndrome,"failure to thrive in infancy
58
30",
Blood diseases,Cohen Syndrome,"clinodactyly of the 5th finger
58
30",
Blood diseases,Cohen Syndrome,"joint hyperflexibility
58
30",
Blood diseases,Cohen Syndrome,"decreased fetal movement
58
30",
Blood diseases,Cohen Syndrome,"finger syndactyly
58
30",
Blood diseases,Cohen Syndrome,"cat cry
58
30",
Blood diseases,Cohen Syndrome,"abnormality of skin pigmentation
58
30",
Blood diseases,Cohen Syndrome,"macrodontia
58
30",
Blood diseases,Cohen Syndrome,"weak cry
58
30",
Blood diseases,Cohen Syndrome,"narrow palm
58
30",
Blood diseases,Cohen Syndrome,"thick hair
58
30",
Blood diseases,Cohen Syndrome,"seizure
58
30",
Blood diseases,Cohen Syndrome,"scoliosis
58
30",
Blood diseases,Cohen Syndrome,"nystagmus
58
30",
Blood diseases,Cohen Syndrome,"kyphosis
58
30",
Blood diseases,Cohen Syndrome,"sensorineural hearing impairment
58
30",
Blood diseases,Cohen Syndrome,"optic atrophy
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"global developmental delay
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"arrhinencephaly
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"intellectual disability, profound
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"multifocal cerebral white matter abnormalities
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"porencephalic cyst
30",
Blood diseases,Aicardi-Goutieres Syndrome,"seizure
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"cerebral calcification
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"developmental regression
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"microcephaly
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"short stature
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"dry skin
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"elevated hepatic transaminase
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"autoimmunity
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"irritability
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"hemiplegia/hemiparesis
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"eyelid coloboma
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"ventriculomegaly
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"dystonia
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"leukodystrophy
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"difficulty walking
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"hepatosplenomegaly
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"hypoplasia of the corpus callosum
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"unexplained fevers
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"increased csf interferon alpha
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"brain atrophy
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"loss of speech
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"extrapyramidal muscular rigidity
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"chronic csf lymphocytosis
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"convex nasal ridge
30",
Blood diseases,Aicardi-Goutieres Syndrome,"axial hypotonia
30",
Blood diseases,Aicardi-Goutieres Syndrome,"chilblains
30",
Blood diseases,Aicardi-Goutieres Syndrome,"increased circulating interferon-gamma concentration
30",
Blood diseases,Aicardi-Goutieres Syndrome,"scoliosis
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"abnormal pyramidal sign
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"ptosis
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"nystagmus
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"tremor
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"diabetes mellitus
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"hypothyroidism
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"arthritis
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"acrocyanosis
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"cardiomegaly
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"spastic tetraplegia
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"low-set ears
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"multiple joint contractures
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"muscle stiffness
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"micropenis
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"hoarse voice
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"headache
58
30",
Blood diseases,Aicardi-Goutieres Syndrome,"plagiocephaly
58
30",
Blood diseases,Alpha-Thalassemia,"microcytic anemia
58
30",
Blood diseases,Alpha-Thalassemia,"abnormal hemoglobin
58
30",
Blood diseases,Alpha-Thalassemia,"splenomegaly
58
30",
Blood diseases,Alpha-Thalassemia,"cognitive impairment
58
30",
Blood diseases,Alpha-Thalassemia,"hydrops fetalis
58
30",
Blood diseases,Alpha-Thalassemia,"cholelithiasis
58
30",
Blood diseases,Alpha-Thalassemia,"jaundice
58
30",
Blood diseases,Alpha-Thalassemia,"hemolytic anemia
58
30",
Blood diseases,Alpha-Thalassemia,"hypersplenism
58
30",
Blood diseases,Alpha-Thalassemia,"myelodysplasia
58
30",
Blood diseases,Alpha-Thalassemia,"abnormality of immune system physiology
58
30",
Blood diseases,Alpha-Thalassemia,"anemia
58",
Blood diseases,Alpha-Thalassemia,"hypochromic microcytic anemia
30",
Blood diseases,Alpha-Thalassemia,"reduced alpha/beta synthesis ratio
30",
Blood diseases,Prolactinoma,"impotence
58
30",
Blood diseases,Prolactinoma,"galactorrhea
58
30",
Blood diseases,Prolactinoma,"decreased fertility in males
58
30",
Blood diseases,Prolactinoma,"male hypogonadism
58
30",
Blood diseases,Prolactinoma,"irregular menstruation
58
30",
Blood diseases,Prolactinoma,"amenorrhea
58
30",
Blood diseases,Prolactinoma,"decreased fertility in females
58
30",
Blood diseases,Prolactinoma,"female hypogonadism
58
30",
Blood diseases,Prolactinoma,"decreased female libido
58
30",
Blood diseases,Prolactinoma,"hypogonadotropic hypogonadism
30",
Blood diseases,Prolactinoma,"hypotension
58
30",
Blood diseases,Prolactinoma,"osteopenia
58
30",
Blood diseases,Prolactinoma,"vomiting
58
30",
Blood diseases,Prolactinoma,"fatigue
58
30",
Blood diseases,Prolactinoma,"progressive visual loss
58
30",
Blood diseases,Prolactinoma,"osteoporosis
58
30",
Blood diseases,Prolactinoma,"pallor
58
30",
Blood diseases,Prolactinoma,"easy fatigability
58
30",
Blood diseases,Prolactinoma,"gynecomastia
58
30",
Blood diseases,Prolactinoma,"headache
58
30",
Blood diseases,Prolactinoma,"dyspareunia
58
30",
Blood diseases,Prolactinoma,"pituitary hypothyroidism
58
30",
Blood diseases,Prolactinoma,"adrenocorticotropic hormone deficiency
58
30",
Blood diseases,Prolactinoma,"decreased circulating acth level
58
30",
Blood diseases,Prolactinoma,"secondary growth hormone deficiency
58
30",
Blood diseases,Prolactinoma,"adrenocorticotropin deficient adrenal insufficiency
58
30",
Blood diseases,Prolactinoma,"abnormal hair quantity
30",
Blood diseases,Prolactinoma,"seizure
58
30",
Blood diseases,Prolactinoma,"ptosis
58
30",
Blood diseases,Prolactinoma,"diplopia
58
30",
Blood diseases,Prolactinoma,"blindness
58
30",
Blood diseases,Prolactinoma,"delayed puberty
58
30",
Blood diseases,Prolactinoma,"vertigo
58
30",
Blood diseases,Prolactinoma,"oculomotor nerve palsy
58
30",
Blood diseases,Prolactinoma,"sudden loss of visual acuity
58
30",
Blood diseases,Prolactinoma,"fourth cranial nerve palsy
58
30",
Blood diseases,Prolactinoma,"internal ophthalmoplegia
58
30",
Blood diseases,Prolactinoma,"bitemporal hemianopia
58
30",
Blood diseases,Prolactinoma,"abducens palsy
30",
Blood diseases,Prolactinoma,"elevated circulating growth hormone concentration
30",
Blood diseases,Prolactinoma,"nausea and vomiting
58",
Blood diseases,Prolactinoma,"cranial nerve paralysis
58",
Blood diseases,Prolactinoma,"hypogonadotrophic hypogonadism
58",
Blood diseases,Prolactinoma,"anterior hypopituitarism
58",
Blood diseases,Prolactinoma,"abnormality of the menstrual cycle
58",
Blood diseases,Prolactinoma,"erectile dysfunction
58",
Blood diseases,Prolactinoma,"growth hormone excess
58",
Blood diseases,Prolactinoma,"hypogonadism
58",
Blood diseases,Prolactinoma,"hemianopia
58",
Blood diseases,Prolactinoma,"low gonadotropins (secondary hypogonadism)
58",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","eosinophilia
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","fever
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","anemia
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","pallor
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","myelodysplasia
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","respiratory distress
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","abdominal distention
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","hypercoagulability
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","myocardial eosinophilic infiltration
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","seizure
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","hyperreflexia
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","failure to thrive
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","dysphagia
58
30",
Blood diseases,"Hypereosinophilic Syndrome, Idiopathic","muscle weakness
58
30",
